transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,25,25,INDIRIMLI1,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,TAM,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - EDIRNEKAPI METROBUS,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,50A,
2024-10-04,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,142,
2024-10-04,20,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,28,28,TAM,Tam Abonman,BAKIRKOY,458,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ESENYURT,34,SAADETDERE MAHALLESI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,EDIRNEKAPI 3
2024-10-04,20,1,OTOYOL,ESENYURT -  KIPTAS 4.ETAP - 5.ETAP - AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,142K,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,KAGITHANE,34,DARULACEZE PERPA
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,PERSONEL,Tam Kontur,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,TAM,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-04,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,63,58,TAM,Tam Kontur,BAKIRKOY,142,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,TAM,Tam Kontur,BAHCELIEVLER,34,YENIBOSNA
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,10,10,INDIRIMLI2,Indirimli Tip 2 Kontur,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-04,20,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,458,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI2,Indirimli Tip 2 Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,11,11,INDIRIMLI2,Indirimli Tip 2 Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1192,1192,INDIRIMLI1,Indirimli Abonman,SISLI,34,MECIDIYEKOY
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,PERSONEL,Tam Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,TekliBilet Tarifeli,KADIKOY,34A,FIKIRTEPE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SISLI,34,MECIDIYEKOY
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,UCRETSIZ,Tam Kontur,USKUDAR,34A,ALTUNIZADE 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,105,94,TAM,Tam Kontur,BEYLIKDUZU,34,GUZELYURT
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Aktarma,9,9,TAM,Tam Aktarma,FATIH,50Z,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Tam Kontur,ESENYURT,34,BEYLIKDUZU
2024-10-04,20,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,458,
2024-10-04,20,1,OTOYOL,TUYAP METROBUS - K.S.S. HASTANESI,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,142T,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,34,INCIRLI
2024-10-04,20,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,458,
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - EDIRNEKAPI METROBUS,Normal,1,1,INDIRIMLI2,Tam Kontur,BAKIRKOY,50A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,PERSONEL,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2024-10-04,20,1,OTOYOL,TUYAP METROBUS - K.S.S. HASTANESI,Aktarma,3,3,INDIRIMLI2,Indirimli Tip 2 Aktarma,FATIH,142T,
2024-10-04,20,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,458,
2024-10-04,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,PENDIK,142,
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,95,83,TAM,Tam Kontur,KADIKOY,34A,FIKIRTEPE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,18,18,INDIRIMLI1,Tam Kontur,KAGITHANE,34,OKMEYDANI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,UCRETSIZ,Ucretsiz,KAGITHANE,34,DARULACEZE PERPA
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,INDIRIMLI1,Tam Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAYRAMPASA,34,EDIRNEKAPI 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,2,TAM,Tam Kontur,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,TOPKAPI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,BAYRAMPASA MALTEPE
2024-10-04,20,1,OTOYOL,YESILKENT MAH. - CUMHURIYET MAH. METROBUS,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,ES1,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,128,128,INDIRIMLI1,Indirimli Abonman,BEYLIKDUZU,34,HARAMIDERE
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,54,54,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A,ACIBADEM
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-04,20,1,OTOYOL,TUYAP METROBUS - K.S.S. HASTANESI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,FATIH,142T,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KAGITHANE,34,DARULACEZE PERPA
2024-10-04,20,1,OTOYOL,YESILKENT - AVCILAR METROBUS,Normal,4,4,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,400A,
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,43,43,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A,UZUNCAYIR 1
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,PERSONEL,Tam Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,6,4,UCRETSIZ,Ucretsiz,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,42,42,UCRETSIZ,Ucretsiz,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,PERSONEL,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BEYLIKDUZU,34,GUZELYURT
2024-10-04,20,1,OTOYOL,ESENKENT ESENYURT - AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,142A,
2024-10-04,20,1,OTOYOL,KAZIM KARABEKIR-ZINCIRLIKUYU METROBUS,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,SARIYER,42Z,
2024-10-04,20,1,OTOYOL,MIMARSINAN-AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,HT48,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,12,12,TAM,Tam Kontur,KUCUKCEKMECE,34,BESYOL
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,TAM,Tam Kontur,BAKIRKOY,34,ZEYTINBURNU
2024-10-04,20,1,OTOYOL,ESENKENT ESENYURT - AVCILAR METROBUS,Normal,19,19,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,142A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,23,22,INDIRIMLI1,Tam Kontur,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,12,12,UCRETSIZ,Ucretsiz,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI2,Indirimli Tip 2 Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34,MUSTAFA KEMAL PASA
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,TAM,TekliBilet Tarifeli,USKUDAR,34A,ALTUNIZADE 2
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,50Z,
2024-10-04,20,1,OTOYOL,MIMARSINAN-AVCILAR METROBUS,Normal,13,13,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,HT48,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,3,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,6,6,INDIRIMLI1,Tam Kontur,USKUDAR,34A,BOGAZ KOPRUSU 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,TAM,Tam Abonman,ZEYTINBURNU,34,TOPKAPI
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,54,54,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,UCRETSIZ,Ucretsiz,SISLI,34,ZINCIRLIKUYU 1
2024-10-04,20,1,OTOYOL,ESENKENT ESENYURT - AVCILAR METROBUS,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,142A,
2024-10-04,20,1,OTOYOL,ESENYURT -  KIPTAS 4.ETAP - 5.ETAP - AVCILAR METROBUS,Normal,19,19,INDIRIMLI1,Indirimli Abonman,FATIH,142K,
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,7,6,TAM,Tam Kontur,FATIH,50Z,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,22,22,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,MERTER
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,PERSONEL,Tam Abonman,KADIKOY,34A,FIKIRTEPE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,34,FLORYA
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,21,21,INDIRIMLI1,Indirimli Abonman,BASAKSEHIR,34,FLORYA 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,335,335,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,SIRINEVLER 1
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,24,23,INDIRIMLI1,Tam Kontur,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A,BURHANIYE
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,50Z,
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,19,19,UCRETSIZ,Ucretsiz,BAKIRKOY,142,
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Aktarma,3,3,TAM,Tam Aktarma,FATIH,429A,
2024-10-04,20,1,OTOYOL,YESILKENT - AVCILAR METROBUS,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,400A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,BASAKSEHIR,34,FLORYA 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI2,Indirimli Tip 2 Kontur,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,KUCUKCEKMECE,34,BESYOL
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,50Z,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,117,117,INDIRIMLI1,Indirimli Abonman,ESENYURT,34,BEYKENT
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,180,180,INDIRIMLI1,Indirimli Abonman,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-04,20,1,OTOYOL,YENIDOGAN-ALTUNIZADE METROBUS,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,KUCUKCEKMECE,11,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-04,20,1,OTOYOL,ESENKENT ESENYURT - AVCILAR METROBUS,Normal,16,16,TAM,Tam Kontur,KUCUKCEKMECE,142A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,INDIRIMLI2,Indirimli Tip 2 Kontur,BEYOGLU,34,HALICIOGLU
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,186,186,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,36,36,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,PERSONEL,Tam Abonman,USKUDAR,34A,UZUNCAYIR 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,34,MERTER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,34,FLORYA
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,81,77,INDIRIMLI1,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-04,20,1,OTOYOL,ESENKENT ESENYURT - AVCILAR METROBUS,Normal,5,5,TAM,Tam Abonman,BAKIRKOY,142A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-04,20,1,OTOYOL,S.BEYLI-M.SINAN M-UZUNCAYIR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,18M,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,42,42,TAM,Tam Abonman,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,18,18,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,EDIRNEKAPI
2024-10-04,20,1,OTOYOL,YESILKENT - AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,400A,
2024-10-04,20,1,OTOYOL,YESILKENT- AVCILAR METROBUS,Normal,10,10,UCRETSIZ,Ucretsiz,PENDIK,142F,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,,Ucretsiz,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,ESENYURT,34,BEYLIKDUZU
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KAGITHANE,34,OKMEYDANI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34,MERTER
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,TekliBilet Tarifeli,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-04,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,66,66,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,142,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,3,UCRETSIZ,Ucretsiz,KAGITHANE,34,DARULACEZE PERPA
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,28,27,INDIRIMLI1,Tam Kontur,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,11,11,UCRETSIZ,Ucretsiz,KADIKOY,34A,FIKIRTEPE
2024-10-04,20,1,OTOYOL,TUYAP METROBUS - K.S.S. HASTANESI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,142T,
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A,UZUNCAYIR 2
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,4,INDIRIMLI2,Indirimli Tip 2 Kontur,AVCILAR,34,SUKRUBEY
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,34A,ACIBADEM
2024-10-04,20,1,OTOYOL,TUYAP METROBUS - K.S.S. HASTANESI,Normal,12,12,TAM,Tam Abonman,FATIH,142T,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,ZEYTINBURNU,34,TOPKAPI
2024-10-04,20,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,15,15,TAM,Tam Abonman,USKUDAR,34A,BOGAZ KOPRUSU 2
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,429,
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Aktarma,5,5,INDIRIMLI1,Tam Aktarma,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-04,20,1,OTOYOL,ALIBEYKOY METRO - EDIRNEKAPI METROBUS,Normal,4,3,UCRETSIZ,Ucretsiz,BAKIRKOY,50A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,INDIRIMLI2,Indirimli Tip 2 Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,TOPKAPI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,31,31,UCRETSIZ,Ucretsiz,BAKIRKOY,34,SIRINEVLER 1
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI2,Indirimli Tip 2 Kontur,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,213,213,TAM,Tam Abonman,SISLI,34,ZINCIRLIKUYU 1
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,225,208,TAM,Tam Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,50,50,TAM,Tam Kontur,BAKIRKOY,34,FLORYA
2024-10-04,20,1,OTOYOL,SULTANBEYLI UZUNDERE - UZUNCAYIR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,18A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Tam Kontur,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-04,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,18,18,UCRETSIZ,Ucretsiz,BAKIRKOY,142,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,14,14,INDIRIMLI1,Tam Kontur,ZEYTINBURNU,34,BAYRAMPASA MALTEPE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,34,BESYOL
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,34,SIRINEVLER 1
2024-10-04,20,1,OTOYOL,MIMARSINAN-AVCILAR METROBUS,Aktarma,1,1,PERSONEL,Tam Aktarma,KUCUKCEKMECE,HT48,
2024-10-04,20,1,OTOYOL,YESILKENT - AVCILAR METROBUS,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,KUCUKCEKMECE,400A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,UCRETSIZ,Ucretsiz,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-04,20,1,OTOYOL,YESILKENT - AVCILAR METROBUS,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,400A,
2024-10-04,20,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,401,
2024-10-04,20,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,429A,
2024-10-04,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,,Ucretsiz,SISLI,34,CAGLAYAN
